date,carrot,tomato,enoki,cabbage,radish,carrot_pred_Ridge,tomato_pred_Ridge,enoki_pred_Ridge,cabbage_pred_Ridge,radish_pred_Ridge,carrot_pred_RandomForest,tomato_pred_RandomForest,enoki_pred_RandomForest,cabbage_pred_RandomForest,radish_pred_RandomForest,carrot_pred_LGBM,tomato_pred_LGBM,enoki_pred_LGBM,cabbage_pred_LGBM,radish_pred_LGBM,carrot_pred_XGBoost,tomato_pred_XGBoost,enoki_pred_XGBoost,cabbage_pred_XGBoost,radish_pred_XGBoost,carrot_pred_MLP,tomato_pred_MLP,enoki_pred_MLP,cabbage_pred_MLP,radish_pred_MLP,carrot_pred_average,tomato_pred_average,enoki_pred_average,cabbage_pred_average,radish_pred_average,carrot_pred_stack,tomato_pred_stack,enoki_pred_stack,cabbage_pred_stack,radish_pred_stack
2016-02-13,815.0,2325.0,1464.0,677.0,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-14,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,821.0,2588.0,1372.0,705.0,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,827.0,2914.0,1295.0,690.0,423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,891.0,2634.0,1243.0,684.0,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,834.0,2642.0,1232.0,664.0,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,798.0,2674.0,1247.0,633.0,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-20,786.0,2494.0,1190.0,684.0,419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,793.0,2763.0,1166.0,670.0,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,804.0,2690.0,1195.0,645.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,809.0,2750.0,1178.0,658.0,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,785.0,2852.0,1163.0,663.0,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,796.0,2796.0,1137.0,681.0,481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-27,774.0,2771.0,1132.0,743.0,507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-28,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,833.0,2925.0,1229.0,755.0,513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,760.0,2762.0,1232.0,833.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,810.0,3054.0,1241.0,819.0,589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,859.0,3179.0,1227.0,813.0,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,827.0,3147.0,1211.0,862.0,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-05,808.0,3207.0,1280.0,954.0,712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,837.0,3375.0,1369.0,879.0,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,847.0,3467.0,1395.0,858.0,651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,820.0,3511.0,1384.0,779.0,658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,830.0,3581.0,1421.0,872.0,654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,843.0,3649.0,1484.0,847.0,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12,799.0,3408.0,1515.0,904.0,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,791.0,3387.0,1703.0,834.0,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,804.0,3285.0,1930.0,854.0,589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,814.0,3351.0,1821.0,874.0,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,893.0,3541.0,1630.0,858.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,836.0,3415.0,1686.0,869.0,599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-19,791.0,3426.0,1807.0,901.0,614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-20,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,873.0,3507.0,1979.0,910.0,591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,812.0,3367.0,1881.0,883.0,559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,881.0,3362.0,1852.0,885.0,549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,848.0,3351.0,1874.0,881.0,533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,818.0,3364.0,1879.0,892.0,591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-26,791.0,3181.0,1939.0,979.0,625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-27,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,864.0,3286.0,1905.0,985.0,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,847.0,3146.0,1839.0,999.0,694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,835.0,3051.0,1752.0,1084.0,718.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,981.0,3267.0,1629.0,1035.0,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,891.0,3314.0,1482.0,1005.0,734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-02,932.0,3345.0,1425.0,1097.0,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-04,961.0,3143.0,1444.0,1116.0,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,952.0,3030.0,1573.0,1072.0,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,1020.0,2952.0,1634.0,1140.0,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,995.0,3039.0,1618.0,1138.0,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,963.0,2883.0,1709.0,1085.0,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-09,1005.0,2798.0,1768.0,1205.0,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-10,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,994.0,2760.0,1874.0,1127.0,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,980.0,2678.0,1814.0,1142.0,727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,990.0,2602.0,1690.0,1151.0,702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,870.0,2767.0,1626.0,1284.0,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,971.0,2609.0,1632.0,1248.0,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-16,976.0,2386.0,1671.0,1209.0,797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-17,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,1019.0,2315.0,1797.0,1217.0,793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,950.0,2210.0,1708.0,1217.0,732.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,906.0,2053.0,1554.0,1312.0,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,958.0,2048.0,1447.0,1218.0,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,903.0,1972.0,1371.0,1213.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-23,860.0,1877.0,1276.0,1191.0,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,897.0,1837.0,1277.0,1226.0,611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,962.0,1771.0,1203.0,1173.0,717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,1028.0,1779.0,1159.0,1148.0,772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,1061.0,1902.0,1130.0,1096.0,813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,995.0,1905.0,1058.0,1052.0,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,1149.0,1889.0,1109.0,1089.0,986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-02,1141.0,1712.0,1113.0,998.0,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,1202.0,1683.0,1146.0,963.0,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,1049.0,1540.0,1229.0,945.0,857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,1144.0,1623.0,1140.0,865.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,1172.0,1501.0,1153.0,805.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-07,1070.0,1388.0,1136.0,874.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-08,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,1154.0,1298.0,1247.0,863.0,847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,1132.0,1238.0,1281.0,817.0,837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,1048.0,1193.0,1346.0,848.0,838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,1032.0,1350.0,1316.0,784.0,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,1116.0,1305.0,1398.0,794.0,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-14,1082.0,1224.0,1401.0,940.0,725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-15,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,1051.0,1175.0,1407.0,982.0,694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,1145.0,1196.0,1352.0,1020.0,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,1084.0,1230.0,1298.0,977.0,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,1052.0,1231.0,1185.0,886.0,542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,1098.0,1285.0,1125.0,848.0,542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-21,1107.0,1299.0,1035.0,770.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,1086.0,1289.0,1079.0,769.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-24,1114.0,1282.0,1037.0,721.0,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,1082.0,1299.0,1014.0,718.0,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-26,1033.0,1261.0,981.0,703.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,1131.0,1264.0,918.0,634.0,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-28,1192.0,1175.0,895.0,536.0,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-29,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-30,1155.0,1095.0,905.0,553.0,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1234.0,1061.0,869.0,492.0,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,1092.0,1032.0,794.0,452.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-02,1161.0,1040.0,750.0,448.0,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,1177.0,1012.0,724.0,469.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-04,1091.0,978.0,712.0,534.0,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,1097.0,923.0,896.0,480.0,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-07,1081.0,904.0,1098.0,465.0,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08,1059.0,885.0,1001.0,407.0,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-09,1094.0,889.0,1027.0,434.0,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10,1034.0,888.0,1071.0,416.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-11,981.0,846.0,1133.0,462.0,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,1026.0,820.0,1358.0,431.0,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,1051.0,824.0,1482.0,410.0,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,1019.0,830.0,1364.0,391.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,1012.0,866.0,1193.0,399.0,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,1028.0,915.0,1182.0,462.0,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-18,933.0,886.0,1324.0,437.0,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,970.0,874.0,1613.0,487.0,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-21,954.0,879.0,1430.0,483.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-22,955.0,855.0,1215.0,516.0,463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,925.0,904.0,1087.0,527.0,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,905.0,865.0,1010.0,507.0,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-25,876.0,821.0,944.0,426.0,475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-27,946.0,805.0,932.0,513.0,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-28,916.0,808.0,931.0,459.0,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-29,923.0,802.0,907.0,430.0,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,988.0,860.0,864.0,453.0,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,897.0,859.0,797.0,457.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-02,904.0,801.0,773.0,516.0,547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-03,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-04,926.0,809.0,879.0,475.0,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,925.0,888.0,923.0,643.0,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-06,829.0,940.0,861.0,470.0,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-07,886.0,995.0,894.0,535.0,446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-08,877.0,1127.0,964.0,560.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-09,765.0,1238.0,1030.0,586.0,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-10,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-11,882.0,1284.0,1184.0,578.0,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-12,840.0,1322.0,1110.0,589.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-13,803.0,1373.0,975.0,581.0,367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-14,774.0,1292.0,948.0,676.0,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,837.0,1292.0,897.0,652.0,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-16,708.0,1087.0,884.0,665.0,383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-17,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-18,940.0,1053.0,935.0,700.0,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19,824.0,1022.0,912.0,529.0,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,827.0,976.0,826.0,480.0,429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,789.0,1033.0,787.0,512.0,429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,742.0,1136.0,766.0,613.0,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-23,691.0,1264.0,715.0,669.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-24,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
